ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
4403	16,21,8	2,3,0	5,6,10	0,0,5	198	99
4404	67,74,42	2,3,0	45,45,47	0,0,5	158	99
4405	179,119,104	1,0,1	147,109,137	0,1,1	198	99
4406	30,12,12	0,0,0	20,11,6	1,0,0	133	99
4407	129,81,66	15,9,10	77,64,71	12,7,12	133	99
4408	31,14,12	15,9,10	24,11,10	12,7,12	178	99
4409	2,2,0	100,69,54	4,0,4	57,53,65	143	99
4410	7,6,4	2,0,0	4,5,4	2,0,0	159	99
4411	1,0,0	40,38,41	1,0,2	60,44,68	115	99
4413	291,211,156	0,1,0	208,152,192	0,0,0	198	99
4414	385,266,232	2,0,0	310,175,280	0,0,0	198	99
4415	42,21,18	12,11,9	33,45,48	7,10,1	131	99
4418	60,63,60	0,0,0	51,55,57	0,2,1	198	99
4437	38,24,19	34,15,16	23,16,17	19,13,12	198	99
4438	15,5,7	0,0,1	14,19,5	0,0,0	110	99
4457	116,85,54	5,5,0	72,42,59	1,1,1	123	99
4458	148,103,81	3,0,0	98,56,74	0,0,0	148	99
4459	37,23,27	3,0,0	27,15,16	0,0,0	123	99
4460	4,3,2	27,6,18	2,2,3	11,13,20	114	99
4462	3,0,0	1,2,0	0,1,0	0,0,1	101	99
